Tweet,message,match,Polarity
2041,RT MissionCtrlSS Mission Control believes in the importance of STEAM education in growing Canada s space industry MissionControlAcademy,None,Neutral
2042,Edith Anderson Monture first Indigenous woman in Canada to become a registered nurse Obtained education in the US,None,Neutral
2043,RT FoodSecureCAN Education minister promises P E I school food program for fall 2020,None,Neutral
2044,RT CANeyeMDs The Canadian Ophthalmological Society delivers education to primary care providers across Canada around the importance of ge,None,Neutral
2045,An excellent illustration of the state of provincial education systems clear across Canada,excellent clear,Positive
2046,RT LanreShaper Here s a list of 62 Masters and PhD in Education programs in US and Canada with scholarships and funding for Youth,None,Neutral
2047,RT StatCan eng Have you ever wondered how many students in Canada stay the course through postsecondary education until graduation Tak,None,Neutral
2048,RT LanreShaper Here s a list of 62 Masters and PhD in Education programs in US and Canada with scholarships and funding for Youth,None,Neutral
2049,RT LanreShaper Here s a list of 62 Masters and PhD in Education programs in US and Canada with scholarships and funding for Youth,None,Neutral
2050,RT LanreShaper Here s a list of 62 Masters and PhD in Education programs in US and Canada with scholarships and funding for Youth,None,Neutral
2051,RT StatCan eng Have you ever wondered how many students in Canada stay the course through postsecondary education until graduation Tak,None,Neutral
2052,Have you ever wondered how many students in Canada stay the course through postsecondary education until graduati,None,Neutral
2053,RT LopesInsights Nigeria s middle class keep emigrating partly to reach out to efficient school systems But it is not only Nigerians Ti,efficient,Positive
2054,Arctic Canada Nunavut education minister says all parties fairly consulted on controversial education bill,None,Neutral
2055,Spaceshot76 I ve pulled my kid from 2 schools already and seriously considering home school but off grid Might gh,None,Neutral
2056,RT LanreShaper Here s a list of 62 Masters and PhD in Education programs in US and Canada with scholarships and funding for Youth,None,Neutral
2057,RT RoKhanna The top 1 in our country has 36 trillion in wealth That is nearly double our GDP amp over 10 times the GDP of UK or Canada,top,Positive
2058,CAHS Fellow Dr Elizabeth Saewyc UBC discusses new measures introduced by the Ontario government to combat bully,bully,Negative
2059,RT sjscouten Love to see my friend Mike Tod thefolkpodcast getting the attention his work deserves on CBCNews I ve long felt Canadians,work,Positive
2060,RT MissionCtrlSS Mission Control believes in the importance of STEAM education in growing Canada s space industry MissionControlAcademy,None,Neutral
2061,cdnp,None,Neutral
2062,Mission Control believes in the importance of STEAM education in growing Canada s space industry,None,Neutral
2063,RT sjscouten Love to see my friend Mike Tod thefolkpodcast getting the attention his work deserves on CBCNews I ve long felt Canadians,work,Positive
2064,cdnp,None,Neutral
2065,RT StatCan eng ICYMI In 2018 spending on primary and secondary schooling was the biggest expense for every province 62 6 of their edu,None,Neutral
2066,Jason Kenny slashing health education and law,slashing,Negative
2067,Jason Kenny slashing health education and law,slashing,Negative
2068,cdnp,None,Neutral
2069,cdnp,None,Neutral
2070,Jason Kenny slashing health education and law,slashing,Negative
2071,cdnp,None,Neutral
2072,cdnp,None,Neutral
2073,RT noec2020 Announcing another fab Keynote Speaker NOEC2020 Fairmont Resort Blue Mountains 28 Sep 1 Oct Tom Potter PhD Professor in,None,Neutral
2074,Jason Kenny slashing health education and law,slashing,Negative
2075,cdnp,None,Neutral
2076,Jason Kenny slashing health education,slashing,Negative
2077,This is good news for FN children but what will Canada do now to continue to subvert the process is the question,None,Neutral
2078,RT LopesInsights Nigeria s middle class keep emigrating partly to reach out to efficient school systems But it is not only Nigerians Ti,efficient,Positive
2079,RT LanreShaper Here s a list of 62 Masters and PhD in Education programs in US and Canada with scholarships and funding for Youth,None,Neutral
2080,RT paulceyssens 1 5 Kosoian v Soci t de transport de Montr al 2019 SCC 59 judgment of Supreme Court of Canada,None,Neutral
2081,High Quality Talent The not so secret Ingredient in Canada s Economic recipe for success the Canadian,success,Positive
2082,RT PMckinstryl Trudeau producing biggest carbon footprint in all Canada with his private jets every other day Ppl are naive also stupid,naive stupid,Negative
2083,The three things stodgy old school kneejerk conservative Reform Partyin blowhards hate the most are youth educat,stodgy conservative hate,Negative
2084,RT LopesInsights Nigeria s middle class keep emigrating partly to reach out to efficient school systems But it is not only Nigerians Ti,efficient,Positive
2085,Sites to review your re,None,Neutral
2086,RT LopesInsights Nigeria s middle class keep emigrating partly to reach out to efficient school systems But it is not only Nigerians Ti,efficient,Positive
2087,RT LanreShaper Here s a list of 62 Masters and PhD in Education programs in US and Canada with scholarships and funding for Youth,None,Neutral
2088,soledadobrien As a poor kid in Canada who paid some tuition for post secondary education my paranoia surrounds t,poor paranoia,Negative
2089,RT LopesInsights Nigeria s middle class keep emigrating partly to reach out to efficient school systems But it is not only Nigerians Ti,efficient,Positive
2090,Sites to review your re,None,Neutral
2091,Medium medium blog religion christianity church Genesis news,None,Neutral
2092,RT LopesInsights Nigeria s middle class keep emigrating partly to reach out to efficient school systems But it is not only Nigerians Ti,efficient,Positive
2093,RT trufan io A self made entrepreneur who built his first multi million dollar company at 26 MannyPadda is dedicated to providing educa,dedicated,Positive
2094,RT LopesInsights Nigeria s middle class keep emigrating partly to reach out to efficient school systems But it is not only Nigerians Ti,efficient,Positive
2095,redmcgraw1 brianlilley He makes a Manhattan Hedge Fund s investment in bailing out Post Media worth it for the we,worth,Positive
2096,RT LetsTalkScience Thank you ToyotaCanada and ToyotaMfgCanada for investing in STEM education Their combined support of 200 000 will,support,Positive
2097,RT LetsTalkScience Thank you ToyotaCanada and ToyotaMfgCanada for investing in STEM education Their combined support of 200 000 will,support,Positive
2098,Sites to review your re,None,Neutral
2099,RT LetsTalkScience Thank you ToyotaCanada and ToyotaMfgCanada for investing in STEM education Their combined support of 200 000 will,support,Positive
2100,When construction workers are promoted to foremen it s usually because of their job experience says Andrea Ringro,None,Neutral
2101,Love to see my friend Mike Tod thefolkpodcast getting the attention his work deserves on CBCNews I ve long felt C,work,Positive
2102,Sites to review your re,None,Neutral
2103,Thank you ToyotaCanada and ToyotaMfgCanada for investing in STEM education Their combined support of 200 000 w,support,Positive
2104,RT LopesInsights Nigeria s middle class keep emigrating partly to reach out to efficient school systems But it is not only Nigerians Ti,efficient,Positive
2105,RT LanreShaper Here s a list of 62 Masters and PhD in Education programs in US and Canada with scholarships and funding for Youth,None,Neutral
2106,RT LanreShaper Here s a list of 62 Masters and PhD in Education programs in US and Canada with scholarships and funding for Youth,None,Neutral
2107,RT LanreShaper Here s a list of 62 Masters and PhD in Education programs in US and Canada with scholarships and funding for Youth,None,Neutral
2108,RT LopesInsights Nigeria s middle class keep emigrating partly to reach out to efficient school systems But it is not only Nigerians Ti,efficient,Positive
2109,RT LanreShaper Here s a list of 62 Masters and PhD in Education programs in US and Canada with scholarships and funding for Youth,None,Neutral
2110,Huawei funds 56M in academic research in Canada That has some experts concerned via CBCNews,concerned,Negative
2111,RT LanreShaper Here s a list of 62 Masters and PhD in Education programs in US and Canada with scholarships and funding for Youth,None,Neutral
2112,Canada Australia the UK and the N,None,Neutral
2113,Banky1974 seriousascanb Cheri resistor davefar37 SenSanders I mean all socialist democracies in the world do j,None,Neutral
2114,Canada Australia the UK and the N,None,Neutral
2115,Canada Australia the UK and the N,None,Neutral
2116,pjb438 Littercups aubrey huff espn Disney jack Were not a fully socialist country though we just want free h,free,Positive
2117,markyeg ctvedmonton Do you not see a direct link between a massive unnecessary corporate tax break and cut in spe,unnecessary break,Negative
2118,RT LopesInsights Nigeria s middle class keep emigrating partly to reach out to efficient school systems But it is not only Nigerians Ti,efficient,Positive
2119,RT PMckinstryl Trudeau producing biggest carbon footprint in all Canada with his private jets every other day Ppl are naive also stupid,naive stupid,Negative
